create_time|ip_location|user_id|nickname|content|isSpammer
1711981277|河北|2573387793|月亮也累|说是四月份，抓紧时间买点海虾吧|0
1705667046|河北|3709628484|飞剑扬刀|广岛长崎现在都住了几茬子人了，核武器是瞬时核反应，核辐射较少，这也是现在广岛长崎重建多年的原因所在。核电站事故是不完全反应，意味着会源源不断地反应并释放各种辐射，核污染水的辐射危害可想而知，危及人类子孙遗祸不浅|0
1711739052|河南|7807916608|7807916608_601|不认英国水硕，英国经济收入能下降一个档次|0
1711703955|湖北|7159863674|我的柴犬叫sana|啊啊啊啊啊啊啊|0
1711979459|湖北|5589806206|威风虎Ylh8|怎么滴？要买刺心环保股？|0
1705678529|贵州|7570194449|好鹿轻尘ROSEB2048|这个污染更大黄鹅不吭声|0
1711826921|肯尼亚|6923989804|玻璃不会碎呀|闭嘴，不许再提凯特王妃的事，否则制裁升级|0
1711703847|河北|5926380300|阿焰不吃鱼|啊啊啊啊我笑死了|0
1711981135|广东|2696057154|法国巴黎丶|别搞，中国大把盐，涨不了价|0
1705675621|浙江|7629023639|驯龙高手龙骑士|日本送检过的核污水会污染环境，曹县核试验的核废水能壮阳，对人体有益|1
1711802667|福建|6425355943|老巢爱自己|脱欧，中国黑客投了赞成票|0
1711694136|北京|7816973374|_R的多重宇宙_|燕国地图|0
1711980030|江苏|2889334183|情思与占有|几场大雨就到了很快！不下雨3年|0
1711738250|山东|6298551603|尛寶61515|被制裁的那几个哥们应该进我们的安全局工作。|0
1705668833|江西|2359581787|M270HIMARS|黄鹅是屁股决定脑袋的|0
1711680194|四川|7211777217|小晚神降临|@彪子别叫 别闹了行吗|0
1711980078|河北|7016592999|招财夯牛猫|就这个月和下个月|0
1705665564|浙江|1908364672|股市战将妖哥|有人抗议吗？|0
1711678058|中国香港|6358965993|霓虹的博美|呃|0
1711981148|北京|5647840025|用户韩剑锋5647840025|下个月，就到了，吃海鲜悠着点|0
1705665486|辽宁|7510481021|有为无为彭大维|炸鱼不能吃|0
1711675659|江苏|7850959702|东八区用户32_Mello抚慰字号|笑啦我了|0
1711979380|广东|2203019332|咸淡看自己|啥时候都别来我国沿海|0
1705666716|新疆|7843960090|退休的虎叔|小胖子喝过，很斯密达。|0
1711674749|河南|7861386517|在羊村吃遍每只羊|？|0
1711979429|江苏|6572109503|觀察家199502|日盼夜盼，望眼欲穿，何股利好？|0
1705677743|黑龙江|7877601333|Swag_sucker|孤烟暮蝉不趁机再卖一波盐？|0
1711673092|贵州|7858113555|我母未来|警惕克苏鲁|0
1705696050|山东|6825772286|我是哑巴行了吧|那要看马首瞻向何方。|0
1711672979|河南|7811259669|我不鸡到阿|看了转|0
1711672942|安徽|7892536748|序务律|。。|0
1711672867|四川|5598890487|元英牌脆薯饼|那个是谁啊|0
1711672835|湖南|7218490553|我要屮狗|啊啊啊啊啊啊啊啊啊啊|0
1711672751|湖北|7843378877|乱季冬拾|暗藏玄机|0
1711672742|山西|7736534332|上原合杏|我他妈服了啊啊啊啊啊|1
1711672713|山西|7475694507|旼炡教徒|哥。|0
1711672710|广东|7593818319|我兔成民|啊啊啊啊啊|0
1711672704|江苏|7619453828|珠泫主人草我|。|0
1711753434|广东|5242922250|topic_Chh|日本人咋还没变异？|0
1711748569|宁夏|7869123338|bbaaeee|高柱图可不可以借我来整蛊同学|0
1711731214|福建|7289145685|安陌平蝶|给你吃|0
1711729698|四川|7460517384|喜欢圆神怎么你了|你这地图有点长啊|0
1711715121|江苏|6085392229|BurningSun_|笑jue了|0
1711703922|江苏|7800953137|松鼠普查员|……|0
1711703194|天津|6115511972|Contradictoryset|警惕。。。。|0
1711696297|黑龙江|7711151469|想勇敢一点_|你。。。|0
1711687322|浙江|7303184175|_我要玩底物忍哥|。|0
1711684233|江西|6660154014|h_na_|…|0
1711673036|广东|6571993740|阿华田朱古力好好喝啊|笑得我|0
1711836847|广东|7647477978|水原两只喵|啊啊|0
1711750280|安徽|7853677397|织野汤品|耍我|0
1711685456|浙江|7549482001|哈菌米|。。。cnm首页刷到我还很认真的一张一张看过去在分析是真的假的|1
1711715724|新疆|5871614007|何何何何何何艳霞|核污水，不是核废水|0
1711703692|河南|7492340921|是不知魚_|神金|0
1711694242|浙江|7557010934|Saaaallyface|笑死了|0
1711672801|河北|7366216007|外貌茶话会|啊啊啊啊啊|0
1711706475|江苏|7869058995|d0KKi|@小檀檀檀檀檀檀檀 |0
1711679261|美国|7118014456|aarivedjenyeon|…|0
1711979587|广西|7755253147|我在到处乱窜|@Catkirarock @www我在打酱油|0
1711930755|四川|5919129507|Yukishiii|@天生我批必有用 好可怕惹|0
1711774948|广东|7209543421|奶油鸡茸蘑菇浓汤_|@Alienfkh 可以不要这样嘛？|0
1711709059|陕西|6175840118|你说得对但是孙翔身高185|@校草之星途璀璨|0
1711708486|北京|7562195339|这个破学谁想上谁上吧|@哎呀我是文盲你让让我吧 吓我一跳卧槽|1
1711699814|广东|5438293704|一觉醒来毁灭世界|@克夫女人面相|0
1711699794|浙江|5869773167|港区妹堡|@大吉芝士球 求佛|0
1711693923|浙江|5768074928|个人练习生-玛卡巴卡|@鹤壶有鱼 警惕一下|0
1711679684|吉林|5976756567|皮蛋在肠爆炒小易米澳驴肉粥|@我母未来：警惕克苏鲁|0
1711678288|北京|7906964201|澄空之下的琅琅物语|@反正會呼吸|0
1711677279|广东|7776232143|草莓奶油小面包_|老公我想……|0
1705694131|贵州|6112951680|卧驹|这个，我赶紧去买点盐|0
1705689929|山东|7765370357|良心不泯68056|买盐的呢？买鱼的呢？赶紧出来存盐存鱼……|0
1705667293|湖北|5398466022|俗人_俗事|核试验有害物质对身体无害|1
1705666587|北京|7740690845|liuzhiguo512|也许是清洁核试验，水下氢弹核爆，反应物只有氦，没有放射性污染|1
1705666087|广西|2538598112|骑牛奔驰2|炸死了多少海中生物？海龙王要震怒了|0
1705665897|上海|5931346342|Isakove|炸的就是你|0
1705907643|北京|1022378145|悟明从简|不知道又有没有，强盐的。|0
1705906650|山东|7881381363|遇见一家人|距离近吗？|0
1705766484|北京|7222987240|不是不安于室|也许就是个炸药包，吓唬吓唬美帝|0
1705765021|天津|1485313650|奋进的tiger|“恐惧”，源自“无知”。朝鲜的这次试验不是“水下核爆炸”，而是“水下核武器系统”试验。是一次很普通的武器系统测试，并不是“核爆炸” //@blackdonkey:要怎么区分朝鲜海鲜和日本水产？头痛|0
1705764981|天津|1485313650|奋进的tiger|“恐惧”，源自“无知”。朝鲜的这次试验不是“水下核爆炸”，而是“水下核武器系统”试验。是一次很普通的武器系统测试，并不是“核爆炸” //@好鹿轻尘ROSEB2048:这个污染更大黄鹅不吭声|0
1705764907|天津|1485313650|奋进的tiger|“恐惧”，源自“无知”。朝鲜的这次试验不是“水下核爆炸”，而是“水下核武器系统”试验。是一次很普通的武器系统测试，并不是“核爆炸”|0
1705736364|吉林|2073108430|dongbeiyinan|选择性失明|0
1705688876|浙江|5974629020|控某人|长白山的甘泉|0
1711675599|四川|6478736307|呀呀呀呀啊喂喂喂|@猫着腰狗狗祟祟|0
1711674581|广东|6377461425|英音就是最吊的|@撕橙脑瓜 我没看清楚是谁发的我靠|0
1711674199|河南|7620752240|失约圆舞曲|@闪光小猫枪手 够了我还以为是真的|0
1711673900|广东|5917091597|织雪小昏|@Kimresuswn|0
1711673751|四川|3956098935|香辣味海带片_|前面都没吓到我最后一张给我吓尿了@其其猫吖|0
1711672816|中国香港|7811619323|悄悄做花|？|0
1711672732|浙江|7738631176|五条悟爱玩崩铁|尼玛|1
1710774167|山东|6142644308|刘忆臻|对哈哈哈，他们最近说不敢吃鱼虾了，我默默滴笑了。|0
1710616343|四川|6156085757|栩曜燊|这个点说得太对了，每次看到骂核废水的就觉得很好笑|0
1710631294|广西|6583907574|西西里的美丽传说017|陈君石说，中国食品监管是最严格的国家。中国食品是安全的|0
1710785782|宁夏|6365340092|张·小水|还得是我鬼鬼啊，针针见血|0
1710644243|新疆|2212761657|郭小兔_1114|不操心，该吃吃|0
1710627688|福建|5026201408|林深时见鹿8866|可悲可叹|0
1710622259|河北|7768732849|北野辰辰DM回来了|哈哈哈哈对对对|0
1710679110|新加坡|3283366057|吴佩洋y|我感觉我垃圾食品从小吃到大|0
1711234290|陕西|7255596203|放学别等我啊啊啊啊啊|吃肮脏食品能救活，喝核废水可以救活吗|0
1710664921|天津|7284849834|还好自己在努力奋斗|倒是这个理|0
1710621439|河南|1000097175|酒窝L523|对对对|0
1711320602|福建|5542277953|玄之在精进|是的呀|0
1711272484|湖北|1870186884|素年V锦食|这种事情就应该政府去交涉，而不是靠普通人，靠舆论，发了那么多次抗议，屁用没有|0
1711351559|湖北|1352214847|yyli|不买和日本????有关的一切！//@素年V锦食:这种事情就应该政府去交涉，而不是靠普通人，靠舆论，发了那么多次抗议，屁用没有|0
1711297692|内蒙古|2952717191|燕迟侠|可惜咱就会喊口号|0
1711280910|中国|6987280574|sfm多多|日本政客万恶之源|0
1711244329|湖北|3840771686|黄榆雁|我国刚和小日本共同科研呢|0
1711231080|江苏|1680465711|就爱大海一抹蓝|核污水字都写错了|0
1711849294|浙江|6829876520|浅若梨花笑09115|所以上面的人每天到底在干什么呢？好多事情，怎么没人管啊？全都是视频号在报，要热度，可是人呢，没人管啊？|0
1711745755|贵州|5666012133|Lemioy|为什么其他的强国不管这个事呢|0
1711577641|河南|6300928446|Z芝麻开花Z|抗议|0
1711555600|福建|7808898026|每日辐射数据|支持|0
1711494377|河南|7198983695|每每语录|坚决抵制核污水排放！！！|0
1711468230|甘肃|7272452688|李钛白123|官方有官方的难处，我们私下抵制日货就行，不是工作需要，能不用就不用日货，国产品牌多多支持，媚日的企业也不买他们的东西。|0
1711399583|山东|5887294744|熊赳赳的小哥哥|我们烟台海水已经测出超标了|0
1711268471|安徽|2562365867|振振君子微笑吧|海鲜是不能吃了吗？|0
1711265216|湖南|7519486352|wangtiantian1997|气死|0
1711250177|上海|3302598450|小老虎也曾在流沙河骑马|??|0
1711237681|河北|7355292345|85-the-best|转发微博|0
1711231110|江苏|1680465711|就爱大海一抹蓝|下个月就到浙江上海|0
1705685084|山东|1226502774|青春的泉水|饿的，炸鱼吗？|0
1705672227|广东|1242726233|小灿逗小灿|要不要恨 没接到通知|0
1705671368|福建|2975345311|土虱变红龙|这个没污染|0
1705670948|新疆|6305753939|大野之东海|海鲜更鲜了，更肥美了|0
1705669117|山东|7650244452|美国巴士|一切都是美方的锅罢了|0
1705667615|广东|7645202941|番茄联邦|东北有被污染吗？|0
1705667570|青海|7427889179|魔鬼毁灭者|美国在马绍尔群岛进行了近百次核爆实验，但是公知说，马绍尔群岛的空气和水依然香甜|1
1705666766|宁夏|7394647097|一阳腿o|笑死了，屁都不懂搁这阴阳怪气。|0
1705666752|浙江|6825762953|发财哥思考|“咬圈”的猪便是不一样、不在乎|0
1705666383|天津|1932365394|天津卫胖子|这个可以无所谓的，因为他们放的真可能是环保核武器|0
1705666258|北京|7198707236|曾经的五个人|好像之前就报道了 这次是朝鲜自己承认了 水下核试验|0
1705666100|云南|2362717297|福大顽|＂愛國人士＂出來！|0
1705665166|上海|6284297010|板栗2037|我靠，真的硬核|1
1705897056|福建|1791287512|讷子乐乐|朝鲜的这次试验不是“水下核爆炸”，而是“水下核武器系统”试验。是一次很普通的武器系统测试，并不是“核爆炸”。北棒要真进行核爆炸，南棒和他美爹还不剑拔弩张！请问，全世界哪个机构探测到了核爆震动。别把无知当个性。|1
1708632592|河南|7783586592|为毅而来217|转发微博|0
1705741853|山东|7710641456|松影听涛|实验的是投送核武器的平台，应该是鱼雷或潜射导弹，验证技术有效性和武器可靠性，没有携带核弹头。|0
1705699731|北京|1281476195|科学文化郑军|别怕，我们的海鲜都是陆上养的|0
1705697650|吉林|5229364807|我觉得千岛酱超好次的|？|0
1705670297|江苏|1671976077|windsaga|可到日本福岛那里点一个氢弹，这样可以大范围消灭福岛的核污染。以上方式谁说的？ 某大国核专家说的。|0
1705665843|陕西|2379494535|向乐天|但是并没有枪弹结合进行核爆啊，只是试验了核武器的水下运载器|0
1705743280|浙江|2624760694|开坦克的狄克_896|核武系统就是核爆炸？能不能别跟着西媒的节奏，有点独立思考|0
1705763380|广东|2317265012|caezming|核潜艇算是水下核武器系统吗|0
1705665807|湖北|6787495914|懒惰的三喜_|不愧是作家，符合想象 核武器放射性要远低于核电站这也不知道？|0
1705665411|四川|7327210024|D先生有个龍的梦|你什么时候去越南打工？|0
1705665352|广西|5700631185|sleet_chan|你几时去越南打工？|0
1705917801|湖南|7794950234|虞美人湖南|美国在海里搞了1000多次核爆，证明水下核试验是绿色无污染的|0
1705865990|辽宁|1107021183|快使用擀面杖bxy|所以，日本排放核污水就合理了？你是这个逻辑吧|0
1705804109|湖南|7775875228|Z乘zc|博主确实有心了|0
1705790218|江苏|3228939522|被喷自动反弹|崔作家 你能推荐下你的作品吗|0
1705775131|江苏|2616860343|后梁坏鬼皇帝|啥也不懂|0
1705761469|广东|5662489224|不知取名9527|你在外网发的作品吗，|0
1705757844|山东|5780627791|持守壹|核爆炸和核废水需要懂行的出来说一下，美国在太平洋进行了多少次核试验也得普及一下。|0
1705750270|北京|7859921071|黑茶半岛|金家的核废料不一样|0
1705714852|广东|1500165347|皮克然|没检验报告就是没污染|0
1705703508|广东|1850564980|寂寞的7-11|评论区出奇的一致啊，之前的漫天遍地的骂客都跑哪去了？|0
1705681069|北京|2152544365|住手我是来救你的|这个真没核污染水硬核|0
1705679748|广东|3132360917|miki404|转发微博|0
1705666143|辽宁|7886590692|拒绝魔怔鹿角兔|以什么单位衡量硬核与否？舔美度有计量单位吗？|0
1705665905|重庆|6877612672|2018王牌专业龚鸿飞先生|你是真的纯|0
1711980927|陕西|6980024512|风月河|先到渤海。渤海优先涨停。|0
1711980115|上海|6256126644|78年的阿根廷|小金在黄海的投放量更近更大|0
1711980341|四川|2794728625|一路向东北的路|满上了实仆|0
1711984936|山东|1701581524|心形锦鲤|快了应该|0
1711980652|新疆|1815918967|侠家军-课代表|专家预测4月20日|0
1711980538|广东|1112133997|苦海大乐|上级决定月底到|0
1711981351|广东|6639900153|财税小小腰|快到天津了|0
1711979837|吉林|1402734912|东北风607|说已经到底浙江了|0
1711984250|广东|5969152684|源源的泉泉|不是说现在到了吗？|0
1711979798|上海|1778175481|小歪Zhou-暐|上次新闻说 4月江浙吧|0
1711980279|辽宁|2538985492|小漂漂ly|碧水源|0
1711979421|浙江|1738293777|甜心小姐姐哦|说曹操曹操就到|0
1711979768|四川|5655034380|桌越abc|干嘛，你着急啊|0
1711980407|湖南|6367590375|大美妞雨田20999|收割韭菜|0
1711979459|江苏|5883061433|侠家军lin|污染大吗？|0
1711979477|河北|5051629008|高兴的梅花鹿|听说4月|0
1711980644|河南|3299289474|张新魁|快了吧|0
1711625040|江苏|1590250314|靠谱先生我爱|又一次侵略|0
1711899352|北京|2646371875|纯粹的美好的|可能已经到了，各种雨水什么的|0
1711195790|云南|7732866822|tsw732866822|是核污水，污水|0
1711189016|吉林|6213177967|他老舅啊|已是两清，甲乙丙丁|0
1711186966|福建|2626632053|准精彩|已经回来|0
1711615352|北京|2397285957|芍药的芍儿|@漂流的焰火|0
1711189161|吉林|6969803811|娱晴烟雨|过而不改，是谓过矣|0
1711279615|内蒙古|7880345495|用户7880345495|日本要毁灭人类|1
1711194620|日本|3335187244|有黑狗的黑猫|终于要到了。不懂为什么之前不去离福岛最近的公海测，非要等流一圈流回来了再测。但是终于是要开始测了，终于要有数据了。赶紧公布数据吧。俄罗斯和韩国都在实时监测，不明白中国为什么一直不去测。不信别人的数据自己也不测，那怎么知道真相？|0
1711204707|上海|6736460577|可是曼曼呀|半山腰总是挤的 你得去山顶看看.   下午吉祥如意   |0
1711204697|上海|6736460577|可是曼曼呀|半山腰总是挤的 你得去山顶看看.|0
1711198439|山西|2416724795|娱乐追星人-|白的花胜似绿的叶，浓的酒不如淡的茶——《繁星·春水》 冰心|0
1711198435|山西|2416724795|娱乐追星人-|?????????? ┊?┊? 最近手头有点紧??。???○ 谁能借我手牵牵(?????)????|0
1711189395|江苏|6314623343|娱乐蓉蓉|如果暂时没法恋爱，那就祝你早日暴富|0
1711189392|江苏|6314623343|娱乐蓉蓉|世界上最宽广的是什么？考试范围|0
1711189163|吉林|6969803811|娱晴烟雨|就把热爱和喜欢永久地留在这一天吧|0
1711189014|吉林|6213177967|他老舅啊|且看那未来，天地高远|0
1705665748|浙江|7877141555|还敢封我号|不会都看成水下核试验了吧|0
1705666358|北京|1752180337|狂沙诀世|社会主义的核废水可以饮用|0
1705877621|重庆|6632232301|李安夫100|朝鲜的核废水是讲政治的//@三少爷1942:是的，小粉红表示可以直接饮用//@一种情感bong3:这是友好的核废水|0
1705863631|安徽|6313210892|看风吹听云动|……测试水下核武器系统  又不是水下核爆  你搁这高潮啥呢|0
1705710997|甘肃|6467967753|中午小馒头|有空去百度百度，唉，就这知识水平，|0
1705704915|天津|7737782879|可比劳大|是的，孩子们，沙克也干了，这让鲨粉情何以堪。|1
1705690327|上海|5366905485|昵称不可用但又想不出|这个经过处理了吗？还是直接就排了啊？|0
1705690157|北京|1667122834|用户5kvil3h9fg|这是血盟带着恩情的核污水，能一样吗？|0
1705686626|浙江|7843642994|待富青年代表|友邦的有毒物可以忽略|0
1705685940|广东|2437233173|用户tmhy7qp79b|盐卖完了吗|0
1705680249|上海|1968716795|ycc20111991|绿色环保有机蛋|0
1705668907|北京|6763369611|我是一只大鹌鹑呀|自己人没事越吃越环保|0
1705724927|福建|6060110609|zg今年18岁|拜托帮我扩散一下第一条微博，这很重要！！！关系到第三次世界大战。我是一名未来人，时间旅行者。|1
1705686207|广东|7872566358|纳克乔治2023|辽东半岛和山东半岛两地有望率先享受来自友好地区的和照耀。|0
1705670945|湖南|7728296670|悠哉静神养气|是水下核武器系统试验！不是核爆试验！多读点书！！！！|0
1705665242|黑龙江|7869580615|用户7869580615|黄鹅砸种表示鹅爹拉的粑粑我都能吃，不在乎|0
1697619320|北京|1223566547|布莱恩-劳德鲁普|西方意识形态哺育的畸形人|1
1697619245|山东|5379742699|六十度6695|这是少女？大妈都算不上，还是算一只老嬷嬷吧！|0
1697619356|广东|5843525267|狸花狗子|她如果去堵住排污水的管口，我愿称她为环保人士|0
1697619589|重庆|2608802914|道理不深言语多|一个职业捣乱分子！这一辈子不是在捣乱就是在捣乱的路上|0
1697619587|辽宁|1731553420|板砖拍火箭|一个提线木偶而已|0
1697619570|河北|7426700974|一个人de旅途03|她懂个毛线！都是表演而已|0
1697621125|山东|7314499436|看世界听天籁|图片中有女孩？明明是警察牵着一头母猪嘛。大家说是不是？|0
1697619468|浙江|5727313173|入江ROY|这次居然不是抬出来，已经好几次了，前几次像极了二师兄被绑杆子上抬出来|0
1697621031|安徽|6487050176|绿草飞蝴蝶|查查谁在给她发工资，就明白她莫名其妙的行为和言论|0
1697619608|山东|2217795517|博后1牛|加拿大 澳大利亚森林大火|0
1697619977|北京|1117442612|幽州烟雨|要是能去堵小日子的排海口，我就敬他是条汉子|0
1697619326|北京|1742417457|钕铁硼|长大了|0
1697621481|湖北|7486116400|变得更好61888|一个垃圾女|1
1697632987|上海|6185064073|消失的子弹壳|中国人使用筷子，筷子是木制品，原料是可再生的树木，西方使用刀叉，刀叉是金属制品，原料是不可再生的矿产资源！|0
1697620554|江苏|2347991521|像随风的云|提线木偶！也许在行将就木的那天会为自己感到羞耻|0
1697626267|广东|5178552465|屋檐下的呜咽|那个吐舌头的警察的表情有点可爱|0
1697619578|河南|6624006188|2024年走起|一条工具构|0
1697619269|辽宁|6296501552|小川is摄影师|都是生意|0
1697646568|江苏|1408763844|江南小弄堂|好爹油|0
1697626785|天津|2586744293|七哥唐惊邪|假话说的太多，自己都以为是真的了，哗众取宠，不过是为自己谋利益罢了。|0
1697624286|内蒙古|5869354434|黄河古渡一过客|喊着“保护全人类”这样高度的环保口号，目的只是混碗饭吃。|0
1697620446|湖南|5533998179|等春来报|傀儡娃娃|0
1697619569|安徽|7713229622|风之子20220705|才是二十岁左右吧？怎么长成了老太太的样子？|0
1697619496|重庆|2556109111|獃人危坐|靠环保专业混饭|0
1697718306|辽宁|1374624297|慕言先生|给她乐的|0
1697632905|江苏|6015853112|会飞的鱼cindychen|她只是个工具|0
1697630071|江苏|5671542064|锐澳不好喝|欧洲人使用叉子很环保？|0
1697629827|北京|5296483240|些许乱|相由心生|0
1697624351|北京|2785317180|庄生晓梦迷糊爹|隔着大西洋呢，东太平洋离她太远了，经过两个大洋稀释，到她那里对她影响已经不大了，所以她不反对日本核污染水排海。堵会议出口罪名不大，不会坐牢，经过盘算这个生意合适。所以她才去作秀吸引眼球刷存在感保持热度。|0
1697623585|上海|7501662299|AMTB仁者爱人|那个环保大妈柴女士去哪里了？|0
1697621520|北京|1835738442|zhy755788055|来中国吧|0
1697619881|山东|1360728547|幸运小猪贝贝天王|谢谢！|0
1698766762|山东|1967494483|掐住一只呆橘7878|为什么叫环保女孩，她为全球的环境做了什么？真会往脸上贴金啊|1
1697795113|浙江|2659362462|-心为影动-|找到了财富密码！赚钱靠演技，不寒碜|0
1697770270|江苏|6165805335|前世忘忧|西方式环保与西方式人道主义都是一样的，都是有选择性的，利我就是正确的|0
1697721189|山东|6113123541|我是童外婆|我以为是个奶奶……个腿的，该！|1
1697720460|四川|2394342122|如果结的果|就这羽绒服或是防寒服的表面材料就不环保啊|0
1697720176|广东|5564848669|又又柚柚柚|冠冕堂皇的名号，却没做一件环保的事|0
1697709178|辽宁|2121388121|新闻直面鲁迅|西方意识形态的肉喇叭|0
1697706458|贵州|5886447298|及力wyc|这是环保大妈了，|0
1705665012|北京|7879436019|老是说错话咋整|朝铁，我们小粉红会叫好??，然后去谴责美国|0
1705760068|北京|7815642749|陨落星辰-1221|这玩意儿是载具实验，里面啥东西都没有，怎么总有人啥也不懂也不去了解就隔着大言不惭，宛如一个智障|0
1705754274|四川|6004876315|wuuuuuuu333|原来是也狗集合点啊，我就说呢|0
1705742042|黑龙江|3866161097|雪舞飞扬啊|你是挂羊头卖狗肉啊  明明是南朝鲜的棒子  为何挂着北朝鲜的旗|0
1705741992|福建|7747185853|绿水青山农民工|看不懂不可思议//@一种情感bong3:这是友好的核废水@战狠马上到你家门口: 日本新闻已经报道了，某国渔船和俄罗斯渔船同时出现在福岛附近的洋面捕鱼。|0
1705675731|广东|1879210934|悠幽漫|真多文盲[繁花鱼生]|0
1705668085|广东|5616019049|酷酷的阿元sirc_H|米分虫且：这是友好的核废水只污染小日本是报应不会伤及无辜|0
1705668010|湖北|1787115764|U盘菜|博主为小日本核废水操碎了心|0
1705667366|广东|2410835420|武文弄影|这是好废水|0
1705667289|广东|7792110004|龙虎公爵|朝鲜就是有一个好儿子，儿子包容它爹的一切，给钱，给粮还叫爹|0
1705666720|河南|2397707467|大脸有痘|坐看碍国们怎么抗议，大概率是选择性眼瞎。|0
1705666327|北京|1117341393|用户gwhbj57hs1|小粉红，我看不见我看不见|0
1705666305|山西|5543341457|装点山河锦绣|眼瞎不可怕，心瞎也不可怕，心瞎还要出来恶心人才可怕，说你呢|0
1705665550|安徽|2272804962|nqslzl2012|怎么没有媒体和自媒体叽歪了|0
1697702801|四川|5827362610|地球村民石破天|我瞧不起她，尽管西方的媒体冠以“环保女孩”，当然她以后最好是这样一直走下去，不要让我们知道：哦，原来在演戏，同时我们要警惕在我们自己的土地上出现跟她一样的人|0
1697670018|甘肃|3245382152|FengWen-Li|一个工具人而已|0
1697661163|广西|2029977713|恒蚌冷|她只是一个悲哀的玩具而已|0
1697661080|广东|1843222765|迟早深圳|好懂什么|0
1697655332|内蒙古|3979619192|明朗的哲学|老师说的对|0
1697655085|河南|1475284934|尊尼沃|像个智商不够高的大妈|0
1697652879|辽宁|7841456305|明栢BC|什么环保少女，西方政客的哈巴狗而已|0
1697649336|北京|1961448901|田园风光1314666|呵呵|0
