create_time|ip_location|user_id|nickname|content|isWakeSpammer
1712047319|贵州|2353531275|峡山行|兔子是白叫的，中国开口就是仁义道德|0
1712164049|河南|7481597285|半口微醺-|愿平安|0
1712156354|辽宁|2000614307|GC六角|不能，那得s3赛季|0
1712051669|陕西|1915861775|东东东东了|以色列纳粹的种族灭绝|1
1712046674|河南|5298147905|银九桑桑|@我是大胖子l|0
1712049381|山东|7751545248|用户7751545248|B站上的反贼快疯了|0
1711378270|辽宁|2358409385|神雨的意念|反恐精英都去前线变炮灰了|0
1712008981|浙江|7904796151|包脖歪|我们是希望从中最大获利而已，与喜欢??喜欢哪个国家无关|0
1712149605|上海|1777180153|JulyHan韩七月|欺负别人讲道理罢了|0
1711964133|天津|6321642127|双子会飞的鱼_20863|全欧盟都是打工的还敢说话！|0
1705227764|四川|7653638951|四川茶客1976|这个早上六点重播，每天我的起床号，一旦听到播这个了，我就知道自己该起床了|0
1712080512|山东|2626284383|我的威海|加油！|0
1712042434|广西|7297340328|1颗柚子树|美国同样抽身事外，跟二战一样花些钱让你们打死打活，隔海相望，欧洲人怎么就不长记性？难道没有史学家在欧洲任职？|0
1712073420|广西|2250257470|柳先泉|龟田进退大佐。|0
1711994232|上海|3181767823|翠樽|乌克兰有牌，一张大鬼 泽连斯基|1
1711480434|黑龙江|7903982685|忠君爱国鸿承畴|美国近期突然开始撤回在俄罗斯的大使馆人员，随后包括德国、英国、韩国、加拿大等北约成员国也相继宣布撤侨计划。撤侨行为通常是国际间发生重大冲突甚至战前准备行动以保护当地侨民。|0
1705754704|浙江|7779694367|Mbao面包|好样的|0
1712067555|四川|3735193920|用户3735193920|汉奸加间谍|0
1712072792|广东|3318782577|花儿与蜂儿|那些天天讲国际法的专家出来再讲讲，那些说美国不敢支持菲律宾的专家也出来|1
1712153095|安徽|7503361089|Winterfellllllll|这个人除了害了自己，还会害那一块所有的违建|0
1712152630|广东|1758935501|上山下乡打麻将|l|0
1712066805|北京|1743305312|藕羹大叔|乌克兰殊不知他们真正的敌人就是美国鬼子。|1
1712063238|广东|1891528105|皇帝的梦想1891528105|以色列接近疯狂|1
1712055713|广西|2428161235|SaoriMaaya|泽圣顶住啊，这烂仗再拖几年吧|0
1711652983|广东|1312195604|sylvia果总裁|水肥车那个视频谁看过|0
1712056916|四川|2635224470|wy5393_465|伊朗加油|1
1712140191|黑龙江|6348434163|土星环的积木|不敢|0
1711828911|浙江|5813278253|Frank-Mao|这就大可不必了集成度直线下降|0
1712075329|北京|7390064707|燕郊阿华|内塔尼亚胡的【“清场式”军事优势】遇到锡进胡的“清场式的遥遥领先”会有啥结果？瓜真大！静候战地记者老胡的报道。……拭目以待。|1
1712008998|福建|5509356557|晶姐儿儿儿|哈哈哈哈哈哈哈哈哈哈|0
1712069352|浙江|7424484604|黄浅微|再疯狂下去会不会引起世界大战？再疯狂下去犹太这个民族会不会被除名？|1
1711982601|北京|1764895913|花卷卷鸡蛋|@荷李活最爛演員|0
1709137939|广东|5501878854|给喜欢的人备注JC-T|为我是中国人而骄傲|0
1712075376|上海|5994025804|花男森谷|伊朗只能忍，毕竟识时务者为俊杰|1
1712162722|江苏|2650527693|大海之旅|妹妹，你不用跑吗？震晕了？|0
1712163601|陕西|7460429025|旧的歌00|我在陕西祝他们平平安安|0
1705757425|内蒙古|5479630421|香葱味元气树林|你哪怕再多演两天，周一再公布呢|1
1711539575|云南|2917081502|云之南-白|欧盟笨猪五国|0
1712047483|广东|1667317971|Phoebe小朋友|以色列啥时候灭国|1
1712077231|江西|6413054530|Gxxxxxdragon|这个时代说实话，要破防的是谁我不说|0
1712157786|北京|5139327169|梅家洛|英气勃发的王炳忠|0
1712062290|云南|2636622513|司机兔咖啡|F35一次点名|0
1711442410|中国台湾|7389032377|用户7389032377|九頭蛇歐美利堅納粹...厚顏無恥之徒！|0
1712079208|湖南|5785623179|不知道取什么昵称好惹哎呀|我坑尽是怪东西|0
1711413486|山东|5127699478|尤尤睡着辣|，|0
1712074436|湖北|6861471677|菠萝很甜呢|想起来了我国驻以大使|0
1712080752|浙江|1436600714|杰创二手车_陈益锋|很好的电影|0
1712075956|福建|7755521830|有一点不对劲|关注|0
1712154716|云南|7897453746|一颗成熟的果果|希望平平安安|0
1712055430|浙江|7530983651|乌拉乌拉变有钱|以色列真的是神经病|1
1712070760|江苏|2724229627|苏易66|愿您所愿！|0
1712155118|山西|5540818069|当地较为能吃的一名壮士|我觉得应该加一条，列入失信人员名单，限制投资和消费|0
1712054458|江苏|5657294039|求学的萤火虫|以色列厉害了，此举应该得罪叙利亚和伊朗两个国家吧？这么牛逼么|1
1712070834|上海|7444137214|飞翔的虎兔|俺看流浪地球1、2，看到地球灾难还在联合国开会决定人类的未来俺就笑死。以色列都宣布联合国为非法组织了|0
1711537437|广东|7765208485|湾区摸鱼带师|防水性能会不会下降|0
1712058326|广东|2658229150|红色工人克察今1|灭国路上。|1
1711999689|福建|7460882895|作死2次的哎先生|军国主义|0
1712022660|北京|1852913417|鲁华东W|俄乌冲突都是北约惹的祸，抛弃了曾经北约不东扩的承诺，把一个军事进攻组织北约扩展到俄罗斯邻国，大有把俄罗斯解体的势头，俄为自保怎么可能坐视不管。西方还违反了与俄罗斯签订的“明斯克协议”。如果俄罗斯真的战败，北约就敢把日韩也纳入北约直堵中国大门|0
1712153570|天津|5947582423|我来微博溜溜活|人家是打个配合，还真想一网打尽啊|1
1711444436|四川|2639705213|zlgqq|哦|0
1712063819|北京|3254291262|手机用户3254291262|传话你个大爷啊。让古惑仔砍了，不敢还手，找古惑仔的“大哥”码逼，显得自己还像那么回事儿似的。真光棍，瓢儿上顶着刀自己也砍回去了。|1
1712076543|湖南|1593909303|陈兆舜微博|我们自己的使馆也要注意🙏|0
1712092221|上海|5234012830|duy1976|这是拿到私掠证了吗？|0
1711994009|广西|7647047999|暖风吹狮子座|才10年？难怪这么多人去做诈骗犯了……|0
1711481227|法国|2045456457|Fu说八道|外媒报道？为啥自己媒体不报道？|1
1712065445|山东|7442635146|萌萌521mm|富士山喷发真的很厉害吗，能不能让我开开眼都说恶有恶报，它们的报应在哪？？？？|0
1712045539|辽宁|6069774803|我本西门大官人|伊朗强烈谴责|0
1712155619|广西|6113692319|佛罗里达疯油精|不错|0
1712065805|广东|1582172594|TJ奔跑者|不管是阿拉伯人还是波斯人，都应该团结起来。|0
1712042812|安徽|6462653097|性感香水809|今天是他的惨状 明天是你的下场！冤冤相报何时了，愿世界和平！🙏|0
1712165655|江苏|7585385434|小雨别下了喂|愿平安??|0
1712046375|四川|1784867310|huxisc|伊朗有立场帮巴勒斯坦打以色列了吧|1
1712077026|安徽|5880745901|认真生活的王小剑|炸死老神棍|1
1712154268|重庆|5647702052|七月如糖_|愿平安|0
1712048230|河南|3468576700|ylgw-与狼共舞andy|不愧是战斗民族|0
1712078372|广东|1835506844|黑咖啡麦秆|强烈谴责|0
1712069160|北京|6609528351|逍遥王6609528351|为什么中国经济的腾飞必须依靠房地产？就凭这一条不靠谱的猜测，其它的也就都不可信了|1
1712062299|江苏|7541574409|斯坦福兰|典型自嗨|1
1711970950|云南|6288519615|星星之火投资屋|我感觉说得好对|0
1712159281|北京|1235230774|漂白的煤球|指鼠为鸭 提灯定损 感谢江西为中国文化添彩|0
1712153610|广东|2692462974|Dengerii|前有夜半鸡叫，今有提灯定损！|0
1712059524|江苏|5750804407|JR-王指导|你是不是有病？|1
1712163719|北京|6067455787|蜜薯考拉瑞|官方还是比较靠谱的了～这次为官方点赞|0
1712131914|上海|2289411915|燕呦洢|在上海郊区，高楼在晃|0
1712047170|广东|7381575786|mili豆包儿|俄罗斯好样儿的就冲着这个，我无条件支持俄罗斯|0
1712164097|辽宁|7391510325|-恒度-|愿平安|0
1711397288|黑龙江|6479287573|强仔爱唱歌|怪谁都不如怪自己 谁让俄罗斯一直打不停 该|0
1712132179|安徽|3831219715|给Jazlyn续一杯咖啡|我在合肥，震感明显，床晃动，窗户有响声|0
1712074830|四川|6441222264|塔沧长海xk|世界和平|0
1712063994|江苏|6541720996|秋秋秋秋南|弹丸小国四战之地真是把自己看的太高了真比当年的🇯🇵还离谱来次大的就要崩了估计|1
1712063511|北京|7750155265|羽林参钧|转发微博|0
1712055399|湖北|7899610213|俩寳妈-JC-T|愿和平|0
1712061712|辽宁|2949774331|沙鲁法尔510|我又想起了我们的大使馆|0
1712052087|安徽|3946362404|LY爱豆豆2013|日本如果还能存在500年，在做的各位都脱不了干系|0
1712153785|福建|1854133332|捧一杯奶茶发傻de狗|晃晕|0
1711901017|广东|6282610881|用户6282610881|因为以色列能直接动武，我们只会嚷嚷，所以，你不吭声不做动作，别人就当你是好欺负的主|0
1712010523|福建|2031147042|Hane叶雨馨|有没有可能排放现场也可以作假 检验的时候它可以假装排 实际上排的是另一个水管里的水|0
1705267980|辽宁|5975996548|谢谢你雷翠花|我们吉林舒兰的大美妞儿|0
1712164590|中国台湾|7734133478|Jiao糖瑪奇朵配紫色薯條|真心謝謝你們的關心|0
1712080083|广东|7766066279|大大肥宝肥之宝|学伊朗整个厂房加满铁丝网|0
1712078049|浙江|7483450470|在做梦的咸鱼|关注|0
1712050317|安徽|3593784241|匿名者hj|让以色列屠夫过清明|1
1712164381|江苏|3193456507|泯然与众的普通人|愿同胞们安好|0
1712044235|山东|2318984072|近朱者红黑|就这样  也别说巴勒斯坦人人都是反抗军哈马斯了  不是才不正常|0
1711479976|北京|7851460628|起个名字幹微博|老胡谈谈对《杜鹃花落》的看法|0
1711739601|上海|1752935523|老Faan|很多小朋友可能觉得这是个很伟大的创新。|0
1712071790|山东|7055219609|七月_HH11|愿世界和平|0
1712066434|广东|5907996521|吴签用牙签开手铐|伊朗嘴炮王者代言人|1
1712070774|河南|5778674207|看的我一愣一愣|越来越离谱|1
1712065615|天津|2503113141|我不服1959|凡是讲生育率，基本都是二级管。|1
1711992949|浙江|7463995397|江沅川川|二毛不听鹅就侵略，|0
1712134715|辽宁|5769767819|-j五月初夏k-|愿平安????????|0
1712078366|山东|7911773529|蛋挞小姐你怎么了|关注|0
1712076998|广东|2976095560|迷妳小瑜bot|好伟大感觉是信念感和执行力都很强的人|0
1705755917|福建|7610586279|是白菜哟|连多演几天都不愿意啊|1
1705750827|云南|5213366462|良桥有孟|哈哈哈哈哈哈能不能敬业点儿多演几天啊|1
1711368035|广西|5659291690|玥影溪楼|文明小技巧|0
1711545494|北京|1488710367|狐狸的脚印|中世纪复苏了|0
1712062604|河北|1957276541|不上岸不改名1108|以色列果然欠收拾|1
1712061605|北京|1463347084|费斯坦|现在反击正好救了内塔尼亚胡，既转移了以色列内部矛盾还有可能把美国拉下场|0
1712154702|海南|7801758196|为与为丝|愿平安🙏|0
1712075524|上海|5915584420|Leo2011311|叙利亚其实可以改名叫阿萨德王国|0
1712067789|广东|2172209820|蔡鸟鹤|当年的南斯拉夫。。。。！！|0
1711985101|福建|6295711594|摘祎个橘子_|支持|0
1712074459|江苏|2452786645|南巷旧人_ya|搞军事发展 最实在|0
1712130030|安徽|7909834703|用户7909834703|良知是没有中立的 给瑞士点赞|0
1711969407|山东|7507844336|_MSFDC|没有驻军，没有绿区，一切就是个0|0
1712076776|山东|7716177791|Y希声X无形|伊朗可以和大毛借点大爆竹用用，看看以纳敢不敢血拼！|1
1712152127|河南|3207190167|茶与沈厘米|哈哈哈哈哈哈哈哈哈哈哈哈哈哈|0
1711375888|山东|5566016811|齐克隆_B|好香|0
1708257788|四川|7842059422|ENTER_BJ|最该入常的是非洲该有个国家代表|0
1711978939|广西|7602943854|可爱的小小萌猫|还是这届的网友会玩，笑死我了|0
1712079029|四川|6564457097|洪波风举|“已传话美国”，可笑么？是在过什么瘾吗？|1
1712077353|云南|7883919906|雨雪坡|昨天占了一卦，确实梦到有人做了这么几条预测，就是为了忽悠点击率的。   这一卦真准，马上就应验了。|1
1712158110|重庆|2107243975|西凉凉宝|愿平安|0
1712160405|江苏|6235513284|柒小柒DAYTOY|一切平安🙏|0
1712072232|山东|6359875661|七月_HH1|愿世界和平|0
1712132024|浙江|5239620109|Vitamin维它命|余杭没有震感|0
1712163332|广东|1836012513|Mickey-1229|??|0
1712063889|四川|1415169261|庄青zhuangqing|想占不想占，自觉不自觉的问题|0
1712076218|山东|5357664161|耳鼻不吝啃|有老胡和没老胡的区别，到了要拼命的关键时刻就看出来了！我很庆幸我们有老胡！|0
1712156947|河南|7476313484|大河南阳又往西|:如果这次牵扯出几个当官的，个人觉得应该给房东适当的奖励，毕竟纪检都没发现|1
1711372546|上海|2979134831|dATOU_XING|狗屁专家|1
1712072960|河南|6745654182|别山庶翁|尊严只在剑锋之上，真理就在大炮射程之内！|0
1712055777|江苏|1763557514|小猪爱上牛|大使馆就相当于本国领土，等同宣战，看伊朗怎么破。|1
1712073725|广东|3733094292|BBlacKKPPantheRR|能一样吗，一个在自己领土上一个在别人领土上|0
1712074535|河北|7901138463|谨言慎行不好做|世界永远是对立的，要么站在一队，要么自身强大。|0
1709076871|广东|7463864870|卤蛋定律虽迟但到2|我也想|0
1712074928|山东|1014621494|詹姆·兰尼斯特|惹怒老胡后果无法预料，千枚思想核弹飞向以。|1
1712073341|辽宁|1274165780|萨鲁曼|牛背上长瘤没？没长随便杀。|1
1712161044|广西|2144784815|Jenet阳儿|蒂咁瑪|0
1711528601|山东|5313343159|文山去后南朝月|自然原因——指自然生长的伊斯坎德尔|0
1711531531|浙江|1771212072|停板先锋_56400|吼吼|0
1712060953|辽宁|6355984793|星际未来战士|杀的还是不够多，坐等以色列再次流离失所。|1
1712070217|广东|5363166854|风的轨迹1982|以畜：他们都是哈马斯|0
1711932059|四川|3148957604|20ZX678|那过两年，帝国把位置腾出来让你鳖入驻，你鳖把055或者052D往港口一停，到时候海自得怎么办，当众切腹吗|0
1711996107|福建|3621148654|heiigo_|@五好青年郭全有|0
1712078335|广东|3955113827|fire321123|要消灭以色纳这个恐怖份子，最有效的方法是联合大规模的军队，直接进入以色纳，用军队对以色纳进行近距离打击消灭。因为远距离的炮射效果不大。|0
1712073737|山西|1783519267|我有雪宝和彤宝|图片评论|0
1712078283|吉林|7357081143|86年的雪璧|好像哪个沙漠里能捡着核弹|0
1712076374|湖南|1799871447|麦莎同学|以色列该死。|0
1712069324|中国台湾|3169119792|最愛媽咪的小鳥遊六花|有生之年除了惡沒厲卡解體，還希望能看到以色劣辣脆滅國。|0
1712053770|江苏|1495233800|无象今生|这会不会是一个重大转折？“安全纽带2024”刚刚结束没几天，会不会产生一系列多米诺效应？令人担忧的世界局势！|0
1712079914|湖南|1001073400|SC羽胖|光荣属于乌克兰，财富属于美国，女人属于欧洲。|0
1711891601|内蒙古|7839267850|恒河水军一般兵|欧盟现在真的是茶里婊气的|1
1712047186|浙江|7904796151|包脖歪|中国为什么不敢这样说外交部？|0
1712059187|北京|7397888866|涅槃老瓦|这什么文化输出啊。|0
1712069352|浙江|7424484604|黄浅微|再疯狂下去会不会引起世界大战？再疯狂下去犹太这个民族会不会被除名？|0
1706864141|江苏|6204310076|自主技术才是合资希望|武统才是王道，已经对他们不抱希望了|1
1712080036|河南|7284923539|变成一道彩虹|我觉得这些评论已经蛮温和的了……要是中国绿卡说这种话，hgr直接辱骂，连坐所有中国成员，顺便上升整个国家|0
1712131969|河北|5994689754|亲爱的小公举201608|，|0
1712083100|辽宁|3024807143|卐孙长卿卍|我好想知道我要和我媳妇说。是她逼迫我去的洗浴中心。她能打死我了吗？|1
1712079350|北京|6911482290|五环的桥啊千姿百态|多了解一点以色列吧。这是个惹不起的民族。谁惹谁死。|1
1712079666|日本|3420982582|lzjapan北京人在大阪|有影响的人比较好|0
1712065183|河北|7862333352|沧海之水A|介是误炸吧|1
1711909861|山东|3579661934|快乐王子他爹|纳粹粪子已经渗透到各个领域|0
1712058496|江苏|1440205795|平和静逸|伊朗早就毫无办法了，不会有任何实质性行动。|1
1712053407|广东|1944509847|若羡慕|如果俄罗斯不继续深陷乌克兰战场，俄罗斯不打乌克兰，怎么拖垮俄罗斯？俄罗斯不衰弱我国怎么迎回故土？所以俄乌战争我们必须坚定站俄罗斯啊|1
1712076005|四川|6665646296|南瓜多多多|关注|0
1711481629|广东|2963062087|衿粤坤|老胡太威武了|0
1712045569|广东|6060292351|-LY-LY-LY-Wonderwhy-|@Wond2Y_MUN 哈哈哈哈哈哈哈是否需要我给你点好果子尝尝哈哈哈哈哈哈哈哈哈哈哈哈|0
1712057472|江苏|7328213724|AA肖德正|很好|0
1711530825|北京|5816325526|ceculog|支持老胡去巴基斯坦反恐！|0
1712077834|北京|1403497553|王小东|转发微博|0
1712084856|北京|6850165632|破晓831|梅氏面包篮|1
1712073373|山西|6306443953|我吃你个柠檬|愿世界和平|0
1712076235|河南|7909131579|LYN月牙儿|关注|0
1712057818|江苏|2138343722|雪夜星空最亮的星|妇产科病房？装产妇想蒙混过关|1
1712058701|内蒙古|7822287826|扎古扎古-|构了|0
1711558091|山东|6092300205|崔皓月W|我还是喜欢现在这样|0
1712132214|福建|6463522747|舟舟爱八卦|睡梦中都把我晃醒了|0
1712080740|上海|3511972331|MadeInMoon|主权、独立和领土完整应当得到尊重，这话听着怎么那么刺耳呢。。哦哦，伊朗卖俄罗斯小飞机天天炸着乌克兰呢|1
1712071828|湖北|6090915463|武汉队冲冲冲|别掺和了，当心以色列发疯|1
1712011375|柬埔寨|7721944131|粤人闽南漂|日本鬼子在华学校毕业的鬼子去了哪里？你们@中国政府网 知道吗？|0
1712007007|四川|7861953480|历史浅影|？！@联合国人权高专办 @联合国 @以色列驻华使馆 @美国驻华大使馆 @英国驻华使馆 @欧盟在中国|0
1712051837|福建|7457848019|詾插|世界和平|0
1705760060|北京|1708330362|紫罗兰Oran|双簧唱完了啊两位|0
1712131764|福建|6377627540|善意第三小狗|门哐啷哐啷的直接给震醒了|0
1712081447|湖南|1977175543|Pinocchio月亮|愿世界和平|0
1712077146|四川|7757248887|向理想迸发|嗯嗯|0
1712016728|贵州|7353838649|小刚很炸毛|主要是有数据大家不认啊，如果中国认为不合格，中国早办了，只是我们似乎需要这个舆论吧。|0
1711892835|浙江|6870487730|o心木偶hh|微博xxn己经起承转男了，??上把自己洗的冰清玉洁，纯洁无暇|0
1712087047|湖南|7870524060|琅琅钱鲲|第一条就不可能，俄乌战争绝不可能今年结束|0
1712151595|广东|7735520946|遵纪守法特小普|柯文哲都钻桌底下了|0
1711369504|天津|6313835039|用户6313835039|哪买的裤衩 质量还挺好的|0
1712074564|山东|2331135697|迅雷不及掩耳盗铃之铃儿响叮当之|南斯拉夫大使馆被吓的事情要提上日程了。|0
1712063291|云南|2275079180|漾藜|为什么要告知美国？为什么要保留权利？受到侵犯就要打回去|1
1712080679|山东|5669323500|韭囊饭袋|哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈|0
1712073817|广东|2195370085|大田训|被大毛给带坏了|0
1712077763|江西|7896410783|小碎碎钻3|关注|0
1712156245|广东|2101723921|迷途十二哥|哈哈哈，土匪窝啊|0
1712077127|北京|7394396070|行走四方任我飘|还是要交朋友，还得是实力强的朋友，才能报团取暖。|0
1712161834|湖南|6236631948|高金素梅888|有没有一种可能，欧盟与以色列本来就是一伙的只不过相对来说，每次投票，美国以色列唱黑脸、欧洲唱白脸，多弄点平民援助、多骂两句而已。|1
1712072583|河北|7747785611|冷水泡茶-333|你为何要放弃治疗？|1
1711977162|北京|1059114240|暴龙饲养员Mark同学|萨拉热窝事变s3赛季版|0
1711978137|河北|7910571568|望峰望0000|先把通缉犯交给海牙|0
1712073064|河南|5540802480|艹爵战圣殿|杜照宇烈士也是被以色列炸死的，这个仇也没报，不能忘|0
1712073948|广东|5024489723|云天远行遥望|@央视新闻|0
